1.990136109,1.670196814
4.126940868,1.836139723
4.187861808,1.823211067
4.596993881,4.142358353
5.600348683,5.123973083
4.122285956,2.236481493
2.59760532,2.146287726
3.893178671,2.444193946
4.273232107,1.70513009
1.80936557,1.761163109
1.955976829,2.105856152
1.873213691,1.914108855
2.313005994,2.029974162
2.099564874,4.165155296
2.11456894,3.667897333
2.262434839,4.170895412
1.984940499,1.567145617
2.143100978,3.818387719
1.584328123,4.259634728
1.937985395,6.843145446
1.174400081,2.758182558
1.942509571,4.36948269
3.316118607,2.042108196
4.435479866,2.027906101
2.469496063,3.830109904
2.036277094,3.94025376
4.123489355,1.515157045
2.200076928,3.9176594
1.873960135,2.177970946
1.734698918,2.153072622
2.21010787,2.215189887
1.834084578,4.044521824
2.125629037,4.132353382
1.788480788,1.76238202
3.681838128,2.307032416
2.22994062,2.161708155
2.292924561,1.901449144
1.87030638,4.746031906
4.25815562,2.260510491
0.851230664,2.213496399
2.150405502,2.008464944
2.005160081,1.805253182
4.090766893,1.570497923
2.115416754,2.451451166
2.254919103,3.833681377
2.508559012,4.461917917
4.321733026,1.636497828
0.1191358471,4.836689841
1.861829938,2.084477857
3.912977905,1.857217337
1.953033493,3.855736027
1.579560199,1.628932678
2.44238973,3.990908684
1.665196032,4.138594633
1.844129793,3.722762964
5.710730811,6.917033697
2.120405513,4.065101841
1.801555951,1.88812186
2.027209914,4.462585571
1.961005604,4.248675049
4.08331369,1.907914244
1.770633459,1.923151644
3.977385943,1.683199771
3.861104792,2.105879223
2.039991099,2.305186623
2.092373899,1.798410727
4.278045275,1.537684389
4.004052671,1.839979812
3.798865654,1.990179575
2.00302749,3.6697482
3.543735644,2.135664961
4.179482811,2.099829258
2.288640827,4.188116464
3.90614214,1.706304039
2.465485956,2.056563876
4.086904614,1.420396335
3.839015712,1.927952596
4.045022507,1.898405462
1.669943211,2.089055766
1.732508168,3.677748993
3.91474531,2.052886182
5.051892489,5.158529849
4.653032074,3.351939723
2.331248777,2.160298716
2.087728625,4.012596029
2.155540561,2.23363184
4.03855928,2.30716039
4.375623174,2.06168022
3.866338268,1.611083764
3.440046598,1.864900406
0.168381781,1.901341571
2.120674204,4.074248836
1.995677038,3.969339646
1.923851184,4.049497427
1.996384963,3.828918863
2.256688918,3.688361472
2.110776939,1.806321097
4.131455135,2.250538366
2.022044962,4.208678657
4.25310083,1.831595856
